ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"114.95.154.27","elite","AS4812","CN","China Telecom (Group)","289","Chinanet SH","23456","socks5","5100","1","2023-07-30T17:37:30.945Z","50","1585","3146"
"117.214.152.204","elite","AS9829","IN","BSNL Internet","189","N/A","5678","socks4","4098","1","2023-07-30T17:37:27.749Z","17","534","3126"
"101.51.109.214","elite","AS23969","TH","TOT Public Company Limited","158","TOT Public Company Limited","4145","socks4","4610","1","2023-07-30T17:37:27.750Z","37","1149","3140"
"117.102.224.38","elite","AS23756","ID","PT Padi Internet","287","N/A","1080","socks4","4504","1","2023-07-30T17:37:27.746Z","100","3160","3166"
"20.205.109.189","elite","AS8075","HK","Microsoft Corporation","179","Microsoft Azure Cloud (eastasia)","3128","socks4","5488","1","2023-07-30T17:37:27.747Z","100","3049","3050"
"81.12.104.43","elite","AS42337","IR","Respina Networks & Beyond PJSC","103","Respina Networks","3629","socks4","5490","1","2023-07-30T17:37:24.350Z","99","3130","3160"
"103.87.201.135","elite","AS58369","ID","PT. Fiber Networks Indonesia","200","PT. GARANSINDO INTER GLOBAL","4145","socks4","4592","1","2023-07-30T17:37:24.437Z","97","3061","3157"
"95.110.224.144","elite","AS31034","IT","Aruba S.p.A. Network","100","Aruba S.p.A.","32655","socks4","4114","1","2023-07-30T17:37:24.435Z","2","69","3059"
"195.210.172.46","elite","AS8359","RU","MTS PJSC","82","InterneyshenelHouse","58350","socks4","5006","1","2023-07-30T17:37:24.450Z","96","2923","3039"
"43.153.64.134","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","193","Tencent Cloud Computing","443","socks4","5115","1","2023-07-30T17:37:24.440Z","73","2280","3114"
"104.19.138.4","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc","80","socks4","2998","82","2023-07-30T17:37:24.348Z","100","3086","3086"
"186.251.255.209","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","292","Seanet Telecom Carazinho Eireli","31337","socks4","4694","1","2023-07-30T17:37:24.436Z","99","3136","3152"
"118.136.85.170","elite","AS23700","ID","Linknet-Fastnet ASN","187","FastNet384","5678","socks4","2206","1","2023-07-30T17:37:21.134Z","29","883","3059"
"38.127.173.249","elite","AS174","US","Cogent Communications","79","Torlandia Trading SRL","55994","socks5","2092","1","2023-07-30T17:37:21.237Z","100","3094","3095"
"103.47.216.19","elite","AS133692","IN","Fastnet Communication Pvt. Ltd","197","Fastnet Communication Pvt. Ltd.","4145","socks4","4690","1","2023-07-30T17:37:21.048Z","98","3099","3147"
"1.1.1.18","elite","AS13335","AU","Cloudflare, Inc","2","APNIC and Cloudflare DNS Resolver project","80","socks5","4699","1","2023-07-30T17:37:21.047Z","100","3171","3171"
"103.66.233.225","elite","AS134014","IN","NET 4 U SERVICES","190","N/A","4145","socks4","2757","1","2023-07-30T17:37:21.133Z","99","3112","3136"
"168.205.218.61","elite","AS264869","BR","SPEED MAX TELECOMUNICAÇÕES LTDA ME","240","SPEED MAX TELECOMUNICAÇÕES LTDA ME","4145","socks4","5000","1","2023-07-30T17:37:21.138Z","83","2540","3074"
"188.166.231.167","elite","AS14061","SG","DigitalOcean, LLC","191","Digitalocean","7497","socks5","4583","1","2023-07-30T17:37:21.236Z","100","3104","3106"
"186.251.255.177","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","208","Seanet Telecom Carazinho Eireli","31337","socks4","4600","1","2023-07-30T17:37:17.747Z","99","3150","3167"
"65.21.131.87","elite","AS24940","FI","Hetzner Online GmbH","40","Hetzner","14141","socks4","4199","1","2023-07-30T17:37:17.750Z","100","3034","3036"
"218.2.112.243","elite","AS4134","CN","China Telecom","294","Nanjing Forest Police University","80","socks5","4999","1","2023-07-30T17:37:17.748Z","81","2497","3096"
"1.116.150.186","elite","AS45090","CN","China Internet Network Information Center","207","Tencent cloud computing (Beijing) Co., Ltd.","33333","socks5","4389","1","2023-07-30T17:37:14.534Z","80","2518","3134"
"178.253.212.118","elite","AS28964","RS","Orion Telekom users in Ugrinovci","49","N/A","1080","socks4","4994","1","2023-07-30T17:37:14.637Z","99","3115","3153"
"198.98.49.82","elite","AS53667","US","FranTech Solutions","73","FranTech Solutions","443","socks5","4995","1","2023-07-30T17:37:14.638Z","100","3030","3033"
"181.78.13.93","elite","AS52468","CO","IFX Networks Argentina S.R.L","135","UFINET COLOMBIA, S. A","5678","socks4","4411","1","2023-07-30T17:37:14.535Z","99","3118","3141"
"124.167.249.234","elite","AS4837","CN","CNC Group CHINA169 Shan1xi Province Network","283","N/A","4837","socks5","5007","1","2023-07-30T17:37:14.537Z","80","2514","3139"
"129.205.138.174","elite","AS37353","ZA","SEACOM WC","146","Seacom Western Cape (Pty) Ltd","4145","socks4","4789","82","2023-07-30T17:37:14.541Z","100","3109","3123"
"111.67.197.147","elite","AS4808","CN","China Unicom Beijing Province Network","267","Beijing yiantianxia Network Science&Technology Co Ltd.","6666","socks5","4500","1","2023-07-30T17:37:14.538Z","71","2228","3138"
"218.106.167.98","elite","AS4808","CN","China Unicom CncNet","298","Beijing Yuejing Corp","4145","socks4","3291","1","2023-07-30T17:37:11.337Z","82","2576","3151"
"203.30.190.172","elite","AS209242","US","Cloudflare London","18","Umpire Associates LTD","80","socks4","4297","1","2023-07-30T17:37:11.336Z","100","3149","3150"
"76.185.16.94","elite","AS11427","US","Charter Communications","119","Spectrum","54079","socks4","4897","1","2023-07-30T17:37:11.335Z","99","3054","3078"
"160.226.139.135","elite","AS328178","ZA","Vinet Internet Solutions","298","Vinet Internet Solutions","1080","socks4","4807","1","2023-07-30T17:37:11.340Z","66","2093","3149"
"192.169.197.146","elite","AS26496","US","GoDaddy.com, LLC","191","GoDaddy.com, LLC","55137","socks5","4995","1","2023-07-30T17:37:11.338Z","99","3017","3050"
"104.25.42.178","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc","80","socks4","1803","1","2023-07-30T17:37:11.334Z","100","3131","3131"
"168.227.158.73","elite","AS52898","BR","Multipla Serviços Inteligentes","201","Multipla Serviços Inteligentes","4145","socks4","4592","1","2023-07-30T17:37:07.051Z","99","3092","3113"
"45.7.177.251","elite","AS266626","BR","Litoral Telecom","205","Litoral Telecom","39867","socks4","4093","1","2023-07-30T17:37:07.047Z","99","3080","3114"
"149.20.253.47","elite","AS18615","US","Mainstream Fiber Networks, LLC","101","Mainstream Fiber Networks, LLC","12551","socks4","2604","1","2023-07-30T17:37:07.334Z","100","3173","3180"
"103.78.54.67","elite","AS135654","BD","Internet @ Home Limited","193","N/A","4153","socks4","1994","1","2023-07-30T17:37:07.054Z","91","2864","3131"
"172.65.165.93","elite","AS13335","US","Cloudflare, Inc.","89","Cloudflare, Inc.","30000","socks4","4996","1","2023-07-30T17:37:07.237Z","100","3103","3104"
"81.46.202.112","elite","AS16371","ES","acens Technologies","27","ACENS-TELEFONICA","8080","socks4","3494","1","2023-07-30T17:37:07.052Z","100","3087","3089"
"46.227.37.37","elite","AS51155","PL","Telemedian - TB Telecom","80","Telemedian","1088","socks4","5085","1","2023-07-30T17:37:07.336Z","99","3152","3169"
"45.227.92.213","elite","AS266653","AR","Andros-net Comunicaciones S.R.L.","298","Andros-net Comunicaciones S.R.L","8080","socks4","4203","1","2023-07-30T17:37:07.044Z","94","2981","3157"
"94.191.67.125","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","230","Tencent Cloud Computing (Beijing) Co., Ltd","1080","socks4","2663","1","2023-07-30T17:37:03.536Z","80","2514","3136"
"111.91.231.65","elite","AS38571","IN","Star Broadband Services","191","SBS","4153","socks4","4605","1","2023-07-30T17:37:03.540Z","99","3037","3056"
"82.115.16.167","elite","AS212552","DE","BitCommand LLC","19","BitCommand LLC","3005","socks5","4707","1","2023-07-30T17:37:03.641Z","85","2692","3152"
"43.157.42.203","elite","AS132203","DE","Shenzhen Tencent Computer Systems Company Limited","11","Tencent Cloud Computing","443","socks4","5098","1","2023-07-30T17:37:03.642Z","15","469","3111"
"49.12.225.148","elite","AS24940","DE","Hetzner Online GmbH","84","Hetzner","10001","socks4","3789","1","2023-07-30T17:37:03.534Z","79","2404","3038"
"93.43.193.230","elite","AS12874","IT","Fastweb SpA","34","Fastweb Internet NGA","8080","socks4","2794","1","2023-07-30T17:37:03.541Z","72","2260","3143"
"185.170.233.102","elite","AS206912","CY","Superdach LTD","83","Infra","47574","socks4","2024","1","2023-07-30T17:37:00.037Z","100","3150","3153"
"37.221.146.138","elite","AS3255","UA","Radio Service Ltd.","43","Radio Service Ltd","1080","socks5","2729","1","2023-07-30T17:37:00.135Z","87","2694","3109"
"197.234.13.90","elite","AS36902","SC","Intelvision","196","Intelvision Ltd","4145","socks4","4685","1","2023-07-30T17:37:00.034Z","100","3112","3125"
"51.81.31.64","elite","AS16276","US","OVH SAS","81","OVH US LLC","30744","socks4","4699","1","2023-07-30T17:37:00.136Z","97","3029","3135"
"193.124.189.13","elite","AS209641","RU","I-servers LTD","105","I-servers LTD","80","socks4","3800","1","2023-07-30T17:37:00.040Z","99","3072","3090"
"202.44.228.36","elite","AS4618","TH","Internet Thailand Company Ltd.","187","Internet Thailand Company Limited","4153","socks4","1805","1","2023-07-30T17:37:00.134Z","57","1782","3107"
"188.166.217.4","elite","AS14061","SG","DigitalOcean, LLC","163","Digitalocean","20278","socks5","4698","1","2023-07-30T17:37:00.035Z","100","3029","3035"
"111.223.3.83","elite","AS133989","IN","SBR Telecom Pvt. Ltd","189","SBR Telecom Pvt. Ltd","4145","socks4","4208","1","2023-07-30T17:36:59.949Z","99","3108","3132"
"182.46.115.85","elite","AS4134","CN","Chinanet","184","Chinanet SD","9999","socks4","2007","1","2023-07-30T17:36:56.737Z","30","917","3075"
"162.12.217.30","elite","AS204902","FR","Weelax","143","XIWO","3629","socks4","4699","1","2023-07-30T17:36:56.736Z","99","3040","3084"
"213.6.33.110","elite","AS12975","PS","Palestine Telecommunications Company","93","Palestine Telecommunications Company","4145","socks4","3615","2","2023-07-30T17:36:53.541Z","99","3066","3110"
"31.206.38.40","elite","AS15924","TR","Vodafone NET Iletisim Hizmetleri Anonim Sirketi","69","Vfnet Data Support","37630","socks4","4604","1","2023-07-30T17:36:53.634Z","100","3125","3136"
"112.78.167.38","elite","AS17451","ID","Biznet Networks","196","Metronet","8089","socks4","5002","1","2023-07-30T17:36:53.434Z","97","3061","3158"
"20.247.104.85","elite","AS8075","HK","Microsoft Corporation","177","Microsoft Azure Cloud (eastasia)","49999","socks4","4001","82","2023-07-30T17:36:53.439Z","100","3105","3106"
"38.127.172.200","elite","AS174","US","Cogent Communications","79","Torlandia Trading SRL","11537","socks4","4610","1","2023-07-30T17:36:53.636Z","100","3092","3092"
"171.5.13.78","elite","AS45629","TH","Triple T Broadband Public Company Limited","192","Triple T Broadband Public Company Limited","4145","socks4","4507","1","2023-07-30T17:36:53.438Z","99","3026","3053"
"139.60.231.35","elite","AS62642","US","Bigleaf Networks","185","ITDreamwire, LLC","47255","socks4","5097","1","2023-07-30T17:36:53.436Z","98","3039","3088"
"119.148.103.1","elite","AS18109","BD","Nasrin Sultana","199","N/A","4153","socks4","5089","1","2023-07-30T17:36:53.437Z","99","3103","3145"
"177.66.195.114","elite","AS262503","BR","Wiki Telecomunicacoes Eireli","203","Maranhão Telecom ltda ME","4145","socks4","5008","1","2023-07-30T17:36:53.432Z","99","3117","3152"
"109.86.228.165","elite","AS13188","UA","Triolan","57","N/A","5678","socks4","1700","1","2023-07-30T17:36:53.346Z","97","2999","3087"
"116.212.142.231","elite","AS38235","KH","Angkor Data Communication","208","Mekongnet","33427","socks5","2324","1","2023-07-30T17:36:50.339Z","98","3084","3159"
"115.127.75.26","elite","AS24342","BD","BRACNet Limited","215","bracNet","7777","socks4","2122","1","2023-07-30T17:36:50.344Z","98","3091","3164"
"31.206.38.50","elite","AS15924","TR","Vodafone NET Iletisim Hizmetleri Anonim Sirketi","67","Vfnet Data Support","37630","socks4","4803","1","2023-07-30T17:36:50.441Z","100","3147","3156"
"174.108.154.1","elite","AS11426","US","Spectrum","107","Fastlink Communications","32940","socks4","2793","1","2023-07-30T17:36:50.334Z","100","3169","3171"
"58.236.162.216","elite","AS9318","KR","SK Broadband Co Ltd","299","broadNnet","1080","socks5","4699","1","2023-07-30T17:36:50.342Z","100","3122","3131"
"202.159.6.242","elite","AS9340","ID","PT IndoInternet","193","N/A","5678","socks4","4409","1","2023-07-30T17:36:50.340Z","100","3146","3153"
"158.69.197.113","elite","AS16276","CA","OVH SAS","84","OVH Hosting, Inc","7497","socks5","1804","1","2023-07-30T17:36:50.343Z","99","3070","3092"
"202.50.203.92","elite","AS55696","ID","PT Starcom Solusindo","208","N/A","48617","socks4","4894","1","2023-07-30T17:36:47.141Z","100","3137","3150"
"197.251.236.227","elite","AS29614","GH","Vodafone Ghana AS International Transit","132","ADSL FBB static IP","5678","socks4","4699","1","2023-07-30T17:36:47.148Z","99","3078","3101"
"45.226.1.1","elite","AS266987","BR","Web - Link Telecomunicações e Engenharia","228","Web - Link Telecomunicações e Engenharia","4153","socks4","1198","1","2023-07-30T17:36:47.144Z","99","3120","3140"
"212.108.205.6","elite","AS12301","HU","Invitech ICT Services Kft.","95","Invitech ICT Services Kft","5678","socks4","5095","1","2023-07-30T17:36:44.036Z","100","3054","3066"
"5.39.19.152","elite","AS16276","FR","OVH ISP","5","Caunes Sebastien","46529","socks5","4500","1","2023-07-30T17:36:44.035Z","100","3143","3144"
"203.189.89.106","elite","AS38765","ID","Departemen Energi dan Sumber Daya Mineral","175","N/A","80","socks4","4784","1","2023-07-30T17:36:43.942Z","93","2835","3035"
"70.185.95.177","elite","AS22773","US","Cox Communications Inc.","124","Cox Communications Inc.","39593","socks4","4900","1","2023-07-30T17:36:43.943Z","99","3039","3082"
"116.58.224.33","elite","AS131090","TH","CAT-BB","187","N/A","8080","socks5","1295","1","2023-07-30T17:36:43.935Z","81","2460","3037"
"45.196.151.97","elite","AS7018","US","AT&T Services","94","AQUA Networks Limited","5432","socks5","4997","1","2023-07-30T17:36:43.934Z","98","3027","3095"
"203.24.109.230","elite","AS209242","US","Cloudflare London","12","Umpire Associates LTD","80","socks4","4805","1","2023-07-30T17:36:43.936Z","100","3164","3164"
"5.9.151.189","elite","AS24940","DE","Hetzner Online GmbH","98","Hetzner","30000","socks4","4707","1","2023-07-30T17:36:40.634Z","72","2197","3052"
"178.212.54.161","elite","AS197025","PL","Lubuskie Sieci Swiatlowodowe Sp. z o. o.","97","Lubuskie Sieci Swiatlowodowe Sp. z o. o","1080","socks4","4899","1","2023-07-30T17:36:40.733Z","99","3098","3137"
"81.12.104.36","elite","AS42337","IR","Respina Networks & Beyond PJSC","106","Respina Networks","3629","socks4","2591","1","2023-07-30T17:36:40.637Z","99","3098","3135"
"168.138.174.23","elite","AS31898","SG","Oracle Corporation","382","Oracle Public Cloud","10001","socks4","4394","1","2023-07-30T17:36:40.637Z","59","1842","3107"
"173.82.168.200","elite","AS35916","US","Multacom Corporation","144","Multacom Corporation","17855","socks5","4610","1","2023-07-30T17:36:40.635Z","100","3032","3036"
"144.202.21.190","elite","AS20473","US","The Constant Company","96","Vultr Holdings, LLC","10884","socks4","3487","1","2023-07-30T17:36:37.245Z","66","2043","3089"
"181.5.212.246","elite","AS7303","AR","Telecom Argentina S.A.","287","Telecom Personal Bs","1080","socks4","2007","1","2023-07-30T17:36:37.335Z","33","1024","3059"
"65.108.232.45","elite","AS24940","FI","Hetzner Online GmbH","36","Hetzner Online GmbH","24940","socks4","4801","1","2023-07-30T17:36:37.349Z","100","3117","3117"
"102.176.180.6","elite","AS328271","KE","Syokinet Solutions Limited","193","Syokinet Solutions","4153","socks4","5098","1","2023-07-30T17:36:37.334Z","97","3063","3160"
"185.84.64.101","elite","AS40975","RO","CHML Web Services SRL","45","CHML Web Services SRL","45692","socks4","5100","1","2023-07-30T17:36:37.350Z","100","3113","3122"
"140.83.51.186","elite","AS31898","JP","Oracle Corporation","244","Oracle Cloud Infrastructure (ap-osaka-1)","1080","socks4","4892","1","2023-07-30T17:36:37.251Z","95","2997","3152"
"43.157.51.43","elite","AS132203","DE","Shenzhen Tencent Computer Systems Company Limited","79","Tencent Cloud Computing","443","socks4","489","1","2023-07-30T17:36:34.043Z","24","740","3113"
"104.20.205.191","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4392","1","2023-07-30T17:36:33.945Z","100","3142","3143"
"121.101.131.91","elite","AS131706","ID","PT SELARAS CITRA TERABIT","294","Terabit","1080","socks4","2392","2","2023-07-30T17:36:33.936Z","98","3083","3141"
"95.38.95.55","elite","AS41881","IR","Fanava Group","93","Fanava Group","9050","socks5","4902","1","2023-07-30T17:36:33.937Z","59","1790","3050"
"123.118.230.220","elite","AS4808","CN","China Unicom Beijing Province Network","246","N/A","44844","socks5","1785","1","2023-07-30T17:36:33.938Z","73","2237","3068"
"118.174.46.146","elite","AS131293","TH","TOT Public Company Limited","197","TOT Public Company Limited","45764","socks4","1698","1","2023-07-30T17:36:33.939Z","97","3052","3135"
"75.119.203.166","elite","AS26347","US","New Dream Network, LLC","195","New Dream Network, LLC","32238","socks5","4889","84","2023-07-30T17:36:33.943Z","100","3143","3143"
"212.129.42.252","elite","AS12876","FR","Online S.A.S.","1","ONLINE","60111","socks5","4594","1","2023-07-30T17:36:30.339Z","100","3164","3164"
"85.99.122.164","elite","AS47331","TR","TurkTelecom","75","Turk Telekomunikasyon A.S","4153","socks4","4905","1","2023-07-30T17:36:30.336Z","100","3114","3117"
"94.26.108.67","elite","AS204281","BG","NetX","66","N/A","2580","socks4","5090","1","2023-07-30T17:36:29.946Z","86","2705","3139"
"45.8.104.169","elite","AS209242","DE","Cloudflare London","11","Araxio Development N.V","80","socks4","2695","1","2023-07-30T17:36:29.938Z","100","3110","3111"
"45.112.125.57","elite","AS58369","ID","FIBERNET","164","N/A","4145","socks4","4910","1","2023-07-30T17:36:29.940Z","99","3107","3138"
"140.250.146.239","elite","AS4134","CN","Chinanet","293","Chinanet SD","1080","socks5","1400","1","2023-07-30T17:36:29.941Z","74","2316","3151"
"43.153.175.132","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","227","Tencent Cloud Computing","443","socks5","4984","86","2023-07-30T17:36:29.945Z","62","1950","3139"
"103.81.196.128","elite","AS55492","BD","Dhaka Fiber Net Ltd","188","Dhaka Fiber Net Ltd.","5678","socks4","708","2","2023-07-30T17:36:26.544Z","46","1418","3114"
"164.132.149.110","elite","AS16276","FR","OVH SAS","5","OVH","1088","socks4","4896","1","2023-07-30T17:36:26.644Z","59","1871","3148"
"216.80.120.100","elite","AS6079","US","RCN","104","RCN Corporation","3820","socks5","4100","1","2023-07-30T17:36:26.546Z","99","3086","3118"
"144.76.92.16","elite","AS24940","DE","Hetzner Online GmbH","22","Hetzner","14618","socks4","2571","1","2023-07-30T17:36:26.643Z","100","3144","3144"
"45.7.177.183","elite","AS266626","BR","Litoral Telecom","202","Litoral Telecom","39867","socks4","4599","1","2023-07-30T17:36:26.542Z","97","2994","3072"
"122.141.111.80","elite","AS4837","CN","CNC Group CHINA169 Jilin Province Network","290","N/A","38801","socks5","4787","1","2023-07-30T17:36:26.547Z","46","1377","3019"
"176.97.80.48","elite","AS198073","PL","Telewizja Kablowa Slupsk Sp. z o. o.","101","Telewizja Kablowa \"Slupsk\" Sp. z o.o.","5678","socks4","5095","1","2023-07-30T17:36:23.244Z","99","3059","3087"
"103.212.93.254","elite","AS138312","IN","Best Telnet Services Private Limited","185","Best telnet services private limited","45639","socks4","2074","1","2023-07-30T17:36:23.245Z","99","3116","3157"
"167.172.178.242","elite","AS14061","DE","DigitalOcean, LLC","90","DigitalOcean, LLC","7497","socks5","3693","1","2023-07-30T17:36:23.343Z","89","2735","3084"
"37.98.218.137","elite","AS8374","PL","Polkomtel S.A","69","Polkomtel Sp. z o.o","5678","socks4","4307","1","2023-07-30T17:36:23.341Z","81","2562","3153"
"185.171.54.26","elite","AS44285","IR","Shahrad","99","N/A","4153","socks4","3104","1","2023-07-30T17:36:23.239Z","94","2963","3158"
"218.1.200.97","elite","AS4812","CN","China Telecom","205","N/A","57114","socks5","4997","1","2023-07-30T17:36:23.242Z","42","1279","3029"
"91.247.92.63","elite","AS49389","UA","Privately owned enterprise Alexsandrov Yuriy Viktorovich","51","Privately owned enterprise Alexsandrov Yuriy Viktorovich","5678","socks4","4709","1","2023-07-30T17:36:19.649Z","96","2974","3112"
